LocationAbbr,LocationDesc,MortalityPer100k
AL,Choctaw County,504.7
AL,Clarke County,499.9
AL,Clay County,475.6
AL,Cleburne County,442.3
AL,Coffee County,437.1
AL,Colbert County,508
AL,Conecuh County,502.5
AL,Coosa County,399.2
AL,Covington County,463
AL,Crenshaw County,340.2
AL,Cullman County,417.6
AL,Dale County,383.1
AL,Dallas County,588
AL,DeKalb County,358
AL,Elmore County,338.7
AL,Escambia County,376.4
AL,Etowah County,487.8
AL,Fayette County,366.5
AL,Franklin County,516.6
AL,Geneva County,406.2
AL,Greene County,384.1
AL,Hale County,387.1
AL,Henry County,372.8
AL,Houston County,367
AL,Jackson County,348.2
AL,Jefferson County,354.6
AL,Lamar County,349.4
AL,Lauderdale County,393.3
AL,Lawrence County,428.1
AL,Lee County,409
AL,Limestone County,378.9
AL,Lowndes County,371.3
AL,Macon County,379.6
AL,Madison County,346.9
AL,Marengo County,493.1
AL,Marion County,333.4
AL,Marshall County,383.6
AL,Mobile County,387.6
AL,Monroe County,559.9
AL,Montgomery County,323.9
AL,Morgan County,362.2
AL,Perry County,503.6
AL,Pickens County,384.6
AL,Pike County,403.3
AL,Randolph County,429.1
AL,Russell County,404.8
AL,St. Clair County,391.6
AL,Shelby County,343.2
AL,Sumter County,486.1
AL,Talladega County,449.1
AL,Tallapoosa County,430.4
AL,Tuscaloosa County,359.9
AL,Walker County,356.6
AL,Washington County,439.9
AL,Wilcox County,704.5
AL,Winston County,483.2
AL,Autauga County,195.7
AL,Baldwin County,254.3
AL,Barbour County,
AL,Bibb County,152.5
AL,Blount County,103.4
AL,Bullock County,
AL,Butler County,
AL,Calhoun County,
AL,Chambers County,231.5
AL,Cherokee County,88.3
AL,Chilton County,187.4
AL,Choctaw County,
AL,Clarke County,258.7
AL,Clay County,
AL,Cleburne County,76.7
AL,Coffee County,
AL,Colbert County,299.3
AL,Conecuh County,
AL,Coosa County,176.7
AL,Covington County,102.9
AL,Crenshaw County,
AL,Cullman County,128.9
AL,Dale County,253.6
AL,Dallas County,
AL,DeKalb County,116.8
AL,Elmore County,244.1
AL,Escambia County,124.5
AL,Etowah County,120.8
AL,Fayette County,
AL,Franklin County,
AL,Geneva County,177.5
AL,Greene County,
AL,Hale County,
AL,Henry County,259
AL,Houston County,350.7
AL,Jackson County,294.8
AL,Jefferson County,134.2
AL,Lamar County,
AL,Lauderdale County,
AL,Lawrence County,237.6
AL,Lee County,137.8
AL,Limestone County,163.1
AL,Lowndes County,
AL,Macon County,136.4
CA,California,529.5
AL,Madison County,190.1
AL,Marengo County,
AL,Marion County,171.4
AL,Marshall County,227
AL,Mobile County,123.7
AL,Monroe County,259.3
AL,Montgomery County,
AL,Morgan County,178
AL,Perry County,
AL,Pickens County,
AL,Pike County,131.6
AL,Randolph County,
AL,Russell County,150
AL,St. Clair County,134.8
AL,Shelby County,146.8
AL,Sumter County,
AL,Talladega County,142.8
AL,Tallapoosa County,123.1
AL,Tuscaloosa County,138.2
AL,Walker County,123.8
AL,Washington County,169.2
AL,Wilcox County,
CA,California,350.3
AL,Winston County,146.8
AL,Autauga County,271.1
AL,Baldwin County,455.7
AL,Barbour County,
AL,Bibb County,144.6
AL,Blount County,126.1
AL,Bullock County,
AL,Butler County,
AL,Calhoun County,
AL,Chambers County,
AL,Cherokee County,149.3
AL,Chilton County,
AL,Choctaw County,
AL,Clarke County,439.6
AL,Clay County,
AL,Cleburne County,
AL,Coffee County,
AL,Colbert County,
AL,Conecuh County,
AL,Coosa County,
AL,Covington County,
AL,Crenshaw County,
AL,Cullman County,150.9
AL,Dale County,273.8
AL,Dallas County,
AL,DeKalb County,209.2
AL,Elmore County,253.1
AL,Escambia County,200.8
AL,Etowah County,173.5
AL,Fayette County,
AL,Franklin County,
AL,Geneva County,203.5
AL,Greene County,
AL,Hale County,
AL,Henry County,
AL,Houston County,
AL,Jackson County,309.6
AL,Jefferson County,158.9
AL,Lamar County,
AL,Lauderdale County,
AL,Lawrence County,163.4
AL,Lee County,
AL,Limestone County,290
AL,Lowndes County,
AL,Alabama,95.1
AL,Macon County,
AL,Madison County,282.2
AL,Marengo County,
AL,Marion County,
AL,Marshall County,310.3
AL,Mobile County,130.8
AL,Monroe County,412.9
AL,Montgomery County,
AL,Morgan County,166.8
AL,Perry County,
AL,Pickens County,
AL,Pike County,
AL,Randolph County,
AL,Russell County,215
AL,St. Clair County,131.9
AL,Shelby County,127.9
AL,Sumter County,
AL,Talladega County,
AL,Tallapoosa County,
AL,Tuscaloosa County,143.3
AL,Walker County,131.7
AL,Washington County,232.2
CA,California,228.5
AL,Wilcox County,
AL,Winston County,
AL,Autauga County,
AL,Baldwin County,119.3
AL,Barbour County,
AL,Bibb County,156.7
AL,Blount County,112.8
AL,Bullock County,
AL,Butler County,
AL,Calhoun County,
AL,Chambers County,
AL,Cherokee County,
AL,Chilton County,
AL,Choctaw County,
AL,Clarke County,
AL,Clay County,
AL,Cleburne County,
AL,Coffee County,
AL,Colbert County,
AL,Conecuh County,
AL,Coosa County,
AL,Covington County,
AL,Crenshaw County,
AL,Cullman County,
AL,Dale County,
AL,Dallas County,
AL,DeKalb County,
AL,Elmore County,
AL,Escambia County,77.4
AL,Etowah County,
AL,Fayette County,
AL,Franklin County,
AL,Geneva County,
AL,Greene County,
AL,Hale County,
AL,Henry County,
AL,Houston County,
AL,Jackson County,
AL,Jefferson County,136.1
AL,Lamar County,
AL,Lauderdale County,
AL,Lawrence County,
AL,Lee County,
AL,Limestone County,
AL,Lowndes County,
AL,Macon County,
AL,Madison County,106.7
AL,Marengo County,
AL,Marion County,
AL,Marshall County,161.2
AL,Mobile County,
AL,Monroe County,
AL,Montgomery County,
AL,Morgan County,120.2
AL,Perry County,
AL,Pickens County,
AL,Pike County,
AL,Randolph County,
AL,Russell County,
AL,St. Clair County,139.2
AL,Shelby County,151.8
AL,Sumter County,
AL,Talladega County,
AL,Tallapoosa County,
AL,Tuscaloosa County,
AL,Walker County,
AL,Washington County,
AL,Wilcox County,
AL,Winston County,
AL,Autauga County,
AL,Baldwin County,56
AL,Barbour County,
AL,Bibb County,149.3
AL,Blount County,123.6
AL,Bullock County,
AL,Butler County,
AL,Calhoun County,
AL,Chambers County,
AL,Cherokee County,
AL,Chilton County,
AL,Choctaw County,
AL,Clarke County,
AL,Clay County,
AL,Cleburne County,
AL,Coffee County,
AL,Colbert County,
AL,Conecuh County,
AL,Coosa County,
AL,Covington County,133.1
AL,Crenshaw County,
AL,Cullman County,
AL,Dale County,
AL,Dallas County,
AL,DeKalb County,
AL,Elmore County,
AL,Escambia County,
AL,Etowah County,
AL,Fayette County,
AL,Franklin County,
AL,Geneva County,
AL,Greene County,
AL,Hale County,
AL,Henry County,
AL,Houston County,
AL,Jackson County,
AL,Jefferson County,153
AL,Lamar County,
AL,Lauderdale County,
AL,Lawrence County,
AL,Lee County,160.5
AL,Limestone County,
AL,Lowndes County,
AL,Macon County,
AL,Madison County,55
AL,Marengo County,
AL,Marion County,
AL,Marshall County,
AL,Mobile County,71.7
AL,Monroe County,
AL,Montgomery County,
AL,Morgan County,
AL,Perry County,
AL,Pickens County,
AL,Pike County,
AL,Randolph County,
AL,Russell County,163.9
AL,St. Clair County,178.5
AL,Shelby County,155.9
AL,Sumter County,
AL,Talladega County,216.3
AL,Tallapoosa County,
AL,Tuscaloosa County,129.7
AL,Walker County,114.7
AL,Washington County,
AL,Wilcox County,
AL,Winston County,
AL,Autauga County,
AL,Baldwin County,56
AL,Barbour County,
AL,Bibb County,149.3
AL,Blount County,123.6
AL,Bullock County,
AL,Butler County,
AL,Calhoun County,
AL,Chambers County,
AL,Cherokee County,
AL,Chilton County,
AL,Choctaw County,
AL,Clarke County,
AL,Clay County,
AL,Cleburne County,
AL,Coffee County,
AL,Colbert County,
AL,Conecuh County,
AL,Coosa County,
AL,Covington County,133.1
AL,Crenshaw County,
AL,Cullman County,
AL,Dale County,
AL,Dallas County,
AL,DeKalb County,
AL,Elmore County,
AL,Escambia County,
AL,Etowah County,
AL,Fayette County,
AL,Franklin County,
AL,Geneva County,
AL,Greene County,
AL,Hale County,
AL,Henry County,
AL,Houston County,
AL,Jackson County,
AL,Jefferson County,153
AL,Lamar County,
AL,Lauderdale County,
AL,Lawrence County,
AL,Lee County,160.5
AL,Limestone County,
AL,Lowndes County,
AL,Macon County,
AL,Madison County,55
AL,Marengo County,
AL,Marion County,
AL,Marshall County,
AL,Mobile County,71.7
AL,Monroe County,
AL,Montgomery County,
AL,Morgan County,
AL,Perry County,
AL,Pickens County,
AL,Pike County,
AL,Randolph County,
AL,Russell County,163.9
AL,St. Clair County,178.5
AL,Shelby County,155.9
AL,Sumter County,
AL,Talladega County,216.3
AL,Tallapoosa County,
AL,Tuscaloosa County,129.7
AL,Walker County,114.7
AL,Washington County,
AL,Wilcox County,
AL,Winston County,
AL,Autauga County,
AL,Baldwin County,56
AL,Barbour County,
AL,Bibb County,149.3
AL,Blount County,123.6
AL,Bullock County,
AL,Butler County,
AL,Calhoun County,
AL,Chambers County,
AL,Cherokee County,
AL,Chilton County,
AL,Choctaw County,
AL,Clarke County,
AL,Clay County,
AL,Cleburne County,
AL,Coffee County,
AL,Colbert County,
AL,Conecuh County,
AL,Coosa County,
AL,Covington County,133.1
AL,Crenshaw County,
AL,Cullman County,
AL,Dale County,
AL,Dallas County,
AL,DeKalb County,
AL,Elmore County,
AL,Escambia County,
AL,Etowah County,
AL,Fayette County,
AL,Franklin County,
AL,Geneva County,
AL,Greene County,
AL,Hale County,
AL,Henry County,
AL,Houston County,
AL,Jackson County,
AL,Jefferson County,153
AL,Lamar County,
AL,Lauderdale County,
AL,Lawrence County,
AL,Lee County,160.5
AL,Limestone County,
AL,Lowndes County,
AL,Macon County,
AL,Madison County,55
AL,Marengo County,
AL,Marion County,
AL,Marshall County,
AL,Mobile County,71.7
AL,Monroe County,
AL,Montgomery County,
AL,Morgan County,
AL,Perry County,
AL,Pickens County,
AL,Pike County,
AL,Randolph County,
AL,Russell County,163.9
AL,St. Clair County,178.5
AL,Shelby County,155.9
AL,Sumter County,
AL,Talladega County,216.3
AL,Tallapoosa County,
AL,Tuscaloosa County,129.7
AL,Walker County,114.7
AL,Washington County,
AL,Wilcox County,
AL,Winston County,
AL,Autauga County,
AL,Baldwin County,347.1
AL,Barbour County,
AL,Bibb County,
AL,Blount County,
AL,Bullock County,
AL,Butler County,
AL,Calhoun County,
AL,Chambers County,
AL,Cherokee County,
AL,Chilton County,
AL,Choctaw County,
AL,Clarke County,
AL,Clay County,
AL,Cleburne County,
AL,Coffee County,
AL,Colbert County,
AL,Conecuh County,
AL,Coosa County,
AL,Covington County,
AL,Crenshaw County,
AL,Cullman County,
AL,Dale County,
AL,Dallas County,
AL,DeKalb County,
AL,Elmore County,
AL,Alabama,95.1
AL,Escambia County,345.4
AL,Etowah County,
AL,Fayette County,
AL,Franklin County,
AL,Geneva County,
AL,Greene County,
AL,Hale County,
AL,Henry County,
AL,Houston County,
AL,Jackson County,
AL,Jefferson County,
AL,Lamar County,
AL,Lauderdale County,
AL,Lawrence County,
AL,Lee County,
AL,Limestone County,
AL,Lowndes County,
AL,Macon County,
AL,Madison County,
AL,Marengo County,
AL,Alabama,182.7
AL,Marion County,
AL,Marshall County,
AL,Mobile County,352.4
AL,Monroe County,
AL,Montgomery County,
AL,Morgan County,
AL,Perry County,
AL,Pickens County,
AL,Pike County,
AL,Randolph County,
AL,Russell County,
AL,St. Clair County,
AL,Shelby County,
AL,Sumter County,
AL,Talladega County,
AL,Tallapoosa County,
AL,Tuscaloosa County,
AL,Walker County,
AL,Washington County,357.8
AL,Wilcox County,
AL,Alabama,218.6
AL,Winston County,
AL,Autauga County,
AL,Baldwin County,484.4
AL,Barbour County,
AL,Bibb County,
AL,Blount County,
AL,Bullock County,
AL,Butler County,
AL,Calhoun County,
AL,Chambers County,
AL,Cherokee County,
AL,Chilton County,
AL,Choctaw County,
AL,Clarke County,
AL,Clay County,
AL,Cleburne County,
AL,Coffee County,
AL,Colbert County,
AL,Conecuh County,
AL,Coosa County,
AL,Covington County,
AL,Crenshaw County,
AL,Cullman County,
AL,Dale County,
AL,Dallas County,
AL,DeKalb County,
AL,Elmore County,
AL,Escambia County,489.8
AL,Etowah County,
AL,Fayette County,
AL,Franklin County,
AL,Geneva County,
AL,Greene County,
AL,Hale County,
AL,Henry County,
AL,Houston County,
AL,Jackson County,
AL,Jefferson County,
AL,Lamar County,
AL,Lauderdale County,
AL,Lawrence County,
AL,Lee County,
AL,Limestone County,
AL,Lowndes County,
AL,Macon County,
AL,Madison County,
AL,Marengo County,
AL,Marion County,
AL,Marshall County,
AL,Mobile County,471.9
AL,Monroe County,
AL,Montgomery County,
AL,Morgan County,
AL,Perry County,
AL,Pickens County,
AL,Pike County,
AL,Randolph County,
AL,Russell County,
AL,St. Clair County,
AL,Shelby County,
AL,Sumter County,
AL,Talladega County,
AL,Tallapoosa County,
AL,Tuscaloosa County,
AL,Walker County,
AL,Washington County,488.9
AL,Wilcox County,
AL,Winston County,
AL,Autauga County,
AL,Baldwin County,
AL,Barbour County,
AL,Bibb County,
AL,Blount County,
AL,Bullock County,
AL,Butler County,
AL,Calhoun County,
AL,Chambers County,
AL,Cherokee County,
AL,Chilton County,
AL,Choctaw County,
AL,Clarke County,
AL,Clay County,
AL,Cleburne County,
AL,Coffee County,
AL,Colbert County,
AL,Conecuh County,
AL,Coosa County,
AL,Covington County,
AL,Crenshaw County,
AL,Cullman County,
AL,Dale County,
AL,Dallas County,
AL,DeKalb County,
AL,Elmore County,
AL,Escambia County,
AL,Etowah County,
AL,Fayette County,
AL,Franklin County,
AL,Geneva County,
AL,Greene County,
AL,Hale County,
AL,Henry County,
AL,Houston County,
AL,Jackson County,
AL,Jefferson County,
AL,Lamar County,
AL,Lauderdale County,
AL,Lawrence County,
AL,Lee County,
AL,Limestone County,
AL,Lowndes County,
AL,Macon County,
AL,Madison County,
AL,Marengo County,
AL,Marion County,
AL,Marshall County,
AL,Mobile County,
AL,Monroe County,
AL,Montgomery County,
AL,Morgan County,
AL,Perry County,
AL,Pickens County,
AL,Pike County,
AL,Randolph County,
AL,Russell County,
AL,Alabama,146
AL,St. Clair County,
AL,Shelby County,
AL,Sumter County,
AL,Talladega County,
AL,Tallapoosa County,
AL,Tuscaloosa County,
AL,Walker County,
AL,Washington County,
AL,Wilcox County,
AL,Winston County,
AL,Alabama,435.3
AL,Alabama,540.9
AL,Alabama,352.6
AL,Alabama,429.8
AL,Alabama,533.5
AL,Alabama,346.9
AL,Alabama,482.9
AL,Alabama,606
AL,Alabama,393.8
AL,Alabama,160.5
AL,Alabama,183.6
AL,Alabama,133.8
AL,Alabama,95.1
AR,Arkansas County,460.1
AR,Ashley County,460.2
AR,Baxter County,375.3
AR,Benton County,310.4
AR,Boone County,434
AR,Bradley County,530.3
AR,Calhoun County,459.4
AR,Carroll County,338.7
AR,Chicot County,523.1
AR,Clark County,432.7
AR,Clay County,496.5
AR,Cleburne County,373
AR,Cleveland County,567.1
AR,Columbia County,441.3
AR,Conway County,416.3
AR,Craighead County,445.1
AR,Crawford County,408.8
AR,Crittenden County,432.9
AR,Cross County,419.3
AR,Dallas County,475.3
AR,Desha County,646.1
AR,Drew County,448.9
AR,Faulkner County,343.8
AR,Franklin County,421.3
AR,Fulton County,391.9
AR,Garland County,411.2
AR,Grant County,327.6
AR,Greene County,467
AR,Hempstead County,514.4
AR,Hot Spring County,405.7
AR,Howard County,511.2
AR,Independence County,517.5
AR,Izard County,416.6
AR,Jackson County,508.5
AR,Jefferson County,538.7
AR,Johnson County,435.6
AR,Lafayette County,452.7
AR,Lawrence County,464.9
AR,Lee County,522
AR,Lincoln County,528.2
AR,Little River County,463.8
AR,Logan County,436.8
AR,Lonoke County,420.4
AR,Madison County,422.3
AR,Marion County,376.9
AR,Miller County,443.7
AR,Mississippi County,523.4
AR,Monroe County,500.7
AR,Montgomery County,428.5
AR,Nevada County,465.4
AR,Newton County,418.7
AR,Ouachita County,429.9
AR,Perry County,379
AR,Phillips County,492.7
AR,Pike County,538.8
AR,Poinsett County,557.6
AR,Polk County,479.8
AR,Pope County,428.8
AR,Prairie County,457.9
AR,Pulaski County,371.9
AR,Randolph County,487.2
AR,St. Francis County,463.7
AR,Saline County,322
AR,Scott County,470.3
AR,Searcy County,398.6
AR,Sebastian County,421.1
AR,Sevier County,449.5
AR,Sharp County,464.7
AR,Stone County,387.9
AR,Union County,421.7
AR,Van Buren County,366.6
AR,Washington County,402.7
AR,White County,485.2
AR,Woodruff County,521.6
AR,Yell County,491
AR,Arkansas County,585
AR,Ashley County,572.2
AR,Baxter County,471.9
AR,Benton County,376.2
AR,Boone County,486
AR,Bradley County,629
AR,Calhoun County,580
AR,Carroll County,394.9
AR,Chicot County,663.1
AR,Clark County,533.9
AR,Clay County,620.6
AR,Cleburne County,450.2
AR,Cleveland County,736.9
AR,Columbia County,506.2
AR,Conway County,513.4
AR,Craighead County,566.7
AR,Crawford County,506
AR,Crittenden County,561.1
AR,Cross County,563.4
AR,Dallas County,607
AR,Desha County,793.3
AR,Drew County,573.5
AR,Faulkner County,454.2
AR,Franklin County,528.3
AR,Fulton County,492.5
AR,Garland County,516.8
AR,Grant County,435.6
AR,Greene County,574.6
AR,Hempstead County,591.1
AR,Hot Spring County,492.4
AR,Howard County,571.6
AR,Independence County,624.7
AR,Izard County,548.7
AR,Jackson County,631.3
AR,Jefferson County,713.9
AR,Johnson County,543.7
AR,Lafayette County,580.5
AR,Lawrence County,582.9
AR,Lee County,624.3
AR,Lincoln County,655.9
AR,Little River County,575.5
AR,Logan County,548.3
AR,Lonoke County,503.8
AR,Madison County,530.9
AR,Marion County,494.7
AR,Miller County,493.5
AR,Mississippi County,612.5
AR,Monroe County,626.6
AR,Montgomery County,532.6
AR,Nevada County,591.7
AR,Newton County,501
AR,Ouachita County,585.9
AR,Perry County,458.9
AR,Phillips County,679.4
AR,Pike County,574.4
AR,Poinsett County,688.8
AR,Polk County,571.8
AR,Pope County,541.3
AR,Prairie County,539.9
AR,Pulaski County,480.3
AR,Randolph County,596.7
AR,St. Francis County,581.1
AR,Saline County,423.6
AR,Scott County,571.3
AR,Searcy County,487.1
AR,Sebastian County,540.1
AR,Sevier County,565.3
AR,Sharp County,599.8
AR,Stone County,458.1
AR,Union County,468.2
AR,Van Buren County,471
AR,Washington County,475.8
AR,White County,594
AR,Woodruff County,631.4
AR,Yell County,590.7
AR,Arkansas County,376.9
AR,Ashley County,384.8
AR,Baxter County,275.3
AR,Benton County,255.7
AR,Boone County,379.3
AR,Bradley County,374.2
AR,Calhoun County,374.7
AR,Carroll County,299.6
AR,Chicot County,402.1
AR,Clark County,365.8
AR,Clay County,388.2
AR,Cleburne County,308.9
AR,Cleveland County,396.6
AR,Columbia County,350.7
AR,Conway County,318.9
AR,Craighead County,363.8
AR,Crawford County,339.4
AR,Crittenden County,333.1
AR,Cross County,353.6
AR,Dallas County,334.1
AR,Desha County,452.4
AR,Drew County,379.4
AR,Faulkner County,267.8
AR,Franklin County,333.5
AR,Fulton County,299.9
AR,Garland County,325
AR,Grant County,259.1
AR,Greene County,376.3
AR,Hempstead County,429.4
AR,Hot Spring County,315.6
AR,Howard County,439.5
AR,Independence County,406.4
AR,Izard County,292.2
AR,Jackson County,387.6
AR,Jefferson County,406.7
AR,Johnson County,344.3
AR,Lafayette County,322.2
AR,Lawrence County,371.8
AR,Lee County,410.8
AR,Lincoln County,418.5
AR,Little River County,396.3
AR,Logan County,347
AR,Lonoke County,348.2
AR,Madison County,313
AR,Marion County,280.9
AR,Miller County,387.1
AR,Mississippi County,424.7
AR,Monroe County,376
AR,Montgomery County,358.2
AR,Nevada County,371.2
AR,Newton County,342.8
AR,Ouachita County,358.7
AR,Perry County,308.9
AR,Phillips County,358.6
AR,Pike County,448.7
AR,Poinsett County,408.2
AR,Polk County,401.6
AR,Pope County,337.2
AR,Prairie County,381
AR,Pulaski County,289.7
AR,Randolph County,375.4
AR,St. Francis County,360.2
AR,Saline County,255.4
AR,Scott County,360
AR,Searcy County,312.5
AR,Sebastian County,335.8
AR,Sevier County,386.3
AR,Sharp County,339.7
AR,Stone County,330.5
AR,Union County,381.8
AR,Van Buren County,285.4
AR,Washington County,336.5
AR,White County,389.1
AR,Woodruff County,385.1
AR,Yell County,345
AR,Arkansas County,450.7
AR,Ashley County,449.1
AR,Baxter County,379.8
AR,Benton County,317.9
AR,Boone County,440.8
AR,Bradley County,510.1
AR,Calhoun County,449.1
AR,Carroll County,352.2
AR,Chicot County,485.2
AR,Clark County,440.6
AR,Clay County,502.7
AR,Cleburne County,379.6
AR,Cleveland County,576
AR,Columbia County,432.8
AR,Conway County,433.5
AR,Craighead County,445
AR,Crawford County,423.3
AR,Crittenden County,392.6
AR,Cross County,411.9
AR,Dallas County,482.8
AR,Desha County,518.3
AR,Drew County,424.8
AR,Faulkner County,341.4
AR,Franklin County,440.9
AR,Fulton County,397.2
AR,Garland County,412.6
AR,Grant County,327.9
AR,Greene County,472.7
AR,Hempstead County,501
AR,Hot Spring County,404.1
AR,Howard County,512.1
AR,Independence County,518.7
AR,Izard County,422.7
AR,Jackson County,509.3
AR,Jefferson County,526.3
AR,Johnson County,445.2
AR,Lafayette County,433.1
AR,Lawrence County,472.9
AR,Lee County,475.1
AR,Lincoln County,510.9
AR,Little River County,492.7
AR,Logan County,451.5
AR,Lonoke County,416.2
AR,Madison County,434.6
AR,Marion County,379.3
AR,Miller County,466.3
AR,Mississippi County,502.4
AR,Monroe County,501
